iso3,Max,Mean,Min
ABW,0,0,0
AFG,2928477548314624.0,318762250181204.1,0.0
AGO,4.425116830977229e+16,1389856829266525.2,0.0
AIA,453176964677632.0,197371319986858.66,0.0
ALA,1178077317038080.0,405609088668020.4,0.0
ALB,5195168282050560.0,852508880296538.4,0.0
AND,2963912639119360.0,1611059093831680.0,0.0
ARE,5249546326114304.0,1101292507668427.9,0.0
ARG,1.3499212134088704e+16,235377722755430.88,0.0
ARM,3299385018417152.0,439622620663612.94,0.0
ASM,294757263736832.0,6111469324041.382,0.0
ATA,0.0,0.0,0.0
ATF,698336516505600.0,429968803012.5805,0.0
ATG,794246357450752.0,183127512711168.0,0.0
AUS,8254242632499200.0,188221666208439.47,0.0
AUT,2561534333026304.0,170328569918904.38,0.0
AZE,3299385018417152.0,808952075411846.1,0.0
BDI,1967021336035328.0,662463703884132.1,0.0
BEL,4885842589908992.0,1140889508883988.5,0.0
BEN,2648448096534528.0,441739849905803.0,0.0
BES,540533009154048.0,2716780628718.0264,0.0
BFA,2597412073897984.0,171560828452018.38,0.0
BGD,4957171796148224.0,587712388449176.5,0.0
BGR,4626988132204544.0,978347761053084.0,0.0
BHR,6216036911153152.0,3441807476129792.0,0.0
BHS,1393547638996992.0,34269338778555.734,0.0
BIH,2851690780819456.0,405873180181416.25,0.0
BLM,249111810932736.0,249111810932736.0,249111810932736.0
BLR,1855891204734976.0,152162281827474.28,0.0
BLZ,903587165110272.0,323836481215476.25,0.0
BMU,806317094600704.0,500342642966528.0,0.0
BOL,3211911566983168.0,220071551955219.16,0.0
BRA,8435438712782848.0,161160644176873.7,0.0
BRB,506534383583232.0,258977468252160.0,0.0
BRN,2590684276064256.0,626555797355451.8,0.0
BTN,321017499090944.0,32072389186901.332,0.0
BVT,0,0,0
BWA,6572358672318464.0,358359398428464.5,0.0
CAF,3392027999862784.0,69637988311196.72,0.0
CAN,1.1264199200079872e+16,218120368850997.1,0.0
CCK,538624265289728.0,538624265289728.0,538624265289728.0
CHE,1892069056446464.0,188174885613869.8,0.0
CHL,4229551722856448.0,12225384545614.998,0.0
CHN,2.398242307099853e+16,422706079844575.2,0.0
CIV,2002635473289216.0,282115006881360.8,0.0
CMR,1908910831173632.0,123975478415480.27,0.0
COD,5.480110693233459e+16,1194190754381715.8,0.0
COG,5910242755870720.0,521082060042611.5,0.0
COK,298320375316480.0,977816966497.2188,0.0
COL,3452136872476672.0,58994949310146.445,0.0
COM,691120031924224.0,115014493611154.28,0.0
CPV,1035747402448896.0,81966835291577.55,0.0
CRI,2893602413871104.0,166360245190313.88,0.0
CUB,3385429856354304.0,250011892086038.88,0.0
CUW,2304085134934016.0,1076005607309312.0,0.0
CXR,0,0,0
CYM,1457137448386560.0,121018397596057.6,0.0
CYP,1442928622829568.0,1012214191707477.4,0.0
CZE,2561534333026304.0,777685205135478.0,0.0
DEU,6346348903268352.0,730513402603032.4,0.0
DJI,1433808393994240.0,391452529116956.44,0.0
DMA,975975282114560.0,480417626980352.0,0.0
DNK,3408000177930240.0,880791865861266.2,0.0
DOM,2015281870274560.0,455658398810112.0,0.0
DZA,3586154079191040.0,442495412228455.5,0.0
ECU,4520736010010624.0,56567541207339.47,0.0
EGY,3982375281229824.0,1112333403749492.6,0.0
ERI,1844726303031296.0,264104297898020.75,0.0
ESH,1125124598136832.0,165350384089485.44,0.0
ESP,4851770614349824.0,140520177511558.33,0.0
EST,2190528615546880.0,535931306979612.2,0.0
ETH,5051351839014912.0,308271746245919.75,0.0
FIN,5252579109896192.0,560068922327973.2,0.0
FJI,1103905446428672.0,229197380950.90408,0.0
FLK,0.0,0.0,0.0
